idx,text,query
9769,"FT is almost a mile from campus, so if you enjoy biking. It's only a 10 minute or less bike ride though.

I have no experience in ft but they just rebuilt the dining room there so maybe it's better?",best dorm hall at UCSB
41385,"Playing guitar is the second best way to get laid. First being roofies, obv.",best instrument to play
70532,"Technical Writing/Interactive Media Production major

Best: Potential jobs are very in-demand (UX/UI Designer, Technical Writer, etc), I get to double-dip with the extended major into TW and IMP classes, not a lot of reading required, but not a lot of math either, and it’s in a STEM field. Also, there are enough upper-division credits to not need extra classes on top of the major. 

Worst: There aren’t really any bad things I can come up with at this point.",best major to study in college
17039,The only iOS one I’ve played is Dead Cells. I mean it’s not a platformer per se but it has a lot of platforming.,best iOS game
3771,The whole system needs a complete overhaul. I am going to graduate in a few months and the only thing I've learnt is how to pass exams.,best college for research
53136,"Mustafa - When Smoke Rises is r&b-ish but pretty incredible. amazing sampha feature and production from frank dukes/jamie xx/james blake/etc         
     
[Capo](https://youtu.be/YMAUJStzrX0) (feat. Sampha)    
     
Nascent - Minus The Bullshit Life’s Great is an excellent producer album and can’t recommend it enough. also has one of the dopest art covers in a minute      
    
[Notice](https://youtu.be/OzfDlXDzfUs) (feat. Mez & Sharina)     
    
[Lock It Up](https://youtu.be/DzN0_Kbl5dk) (feat. Saba & Duckwrth)",best hiphop album
52841,"I'm from the streets where the odds are not even/Robbery, thievin', ballers, debauchery, schemin'/The lie of Jesus is hard to believe/I'm a product of Eve in the garden of Eden",best hiphop album
13293,They need to stop feeling disappointed in you.,best gifts for mom
55404,"That it does, but the winds of change are blowing, I think. Most of our authors are self-pub and there's just no beating the ease to publish that Amazon provides for a newbie. However, the hybrid imprints are figuring things out and getting better every day. I have faith that Portal or Wraithmarked or someone will figure out a direct distribution channel to the niche but voracious readers of LitRPG at some point.",best action and adventure novel series
26554,Am reading ;-),best board games
73858,"Any recommendations on good ones that don’t distort images and colors by much. I like everything about them, I’m just worried about the color quality",best matte screen protector for ipad
4785,Interesting. TIL,best home improvement store
1540,"Lol that makes way more sense for me, thanks. 

Yea, most certainly am not at the professional level. Got my ice cream maker for free. It's pretty old and didn't have a manual. Doesn't matter because ice cream.

So, the tasso ham?",best ice cream flavor
72899,"Thank you for your input all. Before posting I had my eye on Arch Linux and after looking at all suggestions and reasoning I think for now I will go this way. 

Linux from Scratch may be a little too far for me and my time restraints although I would have liked too. But the Arch Wiki does look good and a lot of people seem to use and rate. So this for the moment is my choice.",best Linux distro
37749,Oh. My sarcasm detector appears to be broken this evening.,best Marvel movie
4401,"I keep considering switching from vim to VSCode, but I always end up wasting time removing "":w"" from all my files.",best text editor
36094,"The other great thing about the Sazerac is that when you bring the fixin's to a party, you fulfill the obligation to bring booze, but nobody wants to drink your booze.

Rye whiskey and absinthe? Who the fuck brings *that* to a party? Me, that's who.",best alcoholic drink
10742,"You joke, but some folks pack blank-firing starter pistols (TSA treats them just like firearms) for this exact reason.",best suitcase lock
9015,"My dentist told me that toothpaste is a minor part of the process and the real cleaning comes from the brushing.

My grandfather died at 86 with all of his teeth. He only ever used baking-soda, water, and a toothbrush.",best toothpaste
57347,"I'm with you there on taste.  

So many hate on Dasani.  I've no problems with it.

Funny how people are so different.",best water brand
16835,"Don't get a pet if you don't want to take care of one.

Instead sign her up to volunteer at the animal shelter every week.",best pet for toddlers
45750,...are these like a cheap rip off of British Maltesers? Cause Maltesers are amazing.,best trick or treating candy
22975,"He did an interview where he said fans ask him to tell them to fuck off, and they both leave happy",best celebrity
50779,Mines probably Aguardiente. Big Ghost is just really consistent on it and Crimeapple shines throughout.,best rap album
18540,[Darth Vader vs. Adolf Hitler](https://www.youtube.com/watch?v=AFA-rOls8YA),best YouTube video
